measureDevice,measurePt,yPos,yVelo,direction,yAccel,yJerk,index1_disp_peak,index2_disp_peak_moment,index3_disp_interval,index4_velo_peak,index5_velo_peak_moment,index6_velo_rising_time,index7_accel_peak,index8_accel_peak_moment,index9_accel_interval,useless
IDS,1,-3000,5000,0,1,80,-0.130948741765375,15.2877,2.23461485812559,5214.91323394964,0.435500000000005,0.317099999999996,-0.803212314718575,4.98589999999999,0.435433743288769,11
IDS,1,-3000,30000,0,1,80,-0.12982753762185,7.8147833333333,0.942991520390855,25651.466664941,0.942999999999998,0.810100000000006,-0.959561299255327,1.8867,0.854778696306217,12
IDS,1,0,5000,0,1,140,-0.0026373674195827,NaN,2.23455647637914,5216.42521349189,0.434400000000002,0.316200000000001,-0.804990284737639,4.9858,0.43420824592522,13
IDS,1,0,30000,0,1,140,-0.00261665702105659,8.7586,0.942949698379034,23379.3282817109,0.942999999999998,0.810299999999998,-0.95979026016119,1.6926,0.918017197971478,14
IDS,1,-1500,5000,0,1,140,-0.063019433419034,15.2856666666666,2.23454754998745,5213.32351163726,0.434450000000002,0.316400000000002,-0.804858187454526,4.9858,0.434250839776297,15
IDS,1,-1500,30000,0,1,140,-0.0605425940981756,8.7581333333334,0.942953129744962,23378.0810863072,0.942999999999998,0.810299999999998,-0.959782240287091,1.69263333333333,0.927892332196503,16
IDS,1,-3000,5000,0,1,140,-0.13191650907432,15.2863333333333,2.23457712957792,5214.79891041152,0.434399999999997,0.31635,-0.804740595573303,4.98580000000001,0.43447744289541,17
IDS,1,-3000,30000,0,1,140,-0.130904338924438,7.81444999999999,0.942948303350114,25661.2252978644,0.942949999999996,0.810249999999996,-0.959710518903269,1.8866,0.854542650847696,18
IDS,1,0,5000,0,2,40,0.00097094514776591,NaN,2.15488550454342,5261.78351537616,0.314099999999998,0.226399999999999,-1.17186234226858,4.9004,0.313927523181634,19
IDS,1,0,30000,0,2,40,-0.00410622552346146,7.6144666666667,0.678470930944172,30302.8491893555,0.678400000000003,0.562400000000002,-1.87259820653263,1.26973333333333,0.618691401288659,20
IDS,1,-1500,5000,0,2,40,-0.0574829729231775,14.3892333333333,2.154895234737,5260.3443226138,0.314149999999998,0.226399999999998,-1.1716029554485,4.90040000000001,0.314083884456355,21
IDS,1,-1500,30000,0,2,40,-0.0623484668910047,7.6145333333334,0.67847062858763,30304.4505190105,0.6785,0.562399999999997,-1.87274295636061,1.26966666666667,0.637349400347732,22
IDS,1,-3000,5000,0,2,40,-0.127159466566203,14.3891333333333,2.15488125568672,5262.79980495243,0.314099999999996,0.226399999999998,-1.17144845947996,4.90040000000001,0.313960261259698,23
